1 4 8 
2	-1,39599	0	0	
2	1,780981	1	0	
2	1,558883	1	1	
2	1,453727	1	0	
2	-1,071657	0	1	
2	-0,8705445	0	0	
2	-0,765404	0	1	
2	-0,71587	0	0	
2	1,128766	1	1	
2	1,082345	1	0	
2	0,985758	1	1	
2	0,9130245	1	0	
2	0,8195595	1	1	
2	0,7470065	1	0	
1	1,5550465	1	0	
1	0,9247715	1	1	
2	0,4620015	1	1	
2	0,416822	1	0	
2	0,4001325	1	1	
2	0,352813	1	0	
2	0,26708	1	1	
2	0,1982295	1	0	
2	-0,6163755	0	1	
2	-0,6032075	0	0	
2	-0,484113	0	1	
2	-0,4804265	0	0	
2	-0,3914035	0	1	
2	-0,3190535	0	0	
0	-1,637706	0	1	
0	-1,0525885	0	0	
1	0,1415775	1	1	
2	-0,1112245	0	1	
2	0,0477975	1	1	
2	0,0477975	0	0	
