0 4 8 
1	-2,4608195	0	1	
0	-1,723647	0	1	
1	1,5550465	1	0	
1	1,043944	1	1	
1	-1,9839235	0	0	
1	-1,89303	0	1	
0	-1,4493365	0	0	
0	-1,130329	0	1	
0	-1,0717085	0	0	
0	-1,0084275	0	1	
2	1,453727	1	0	
2	1,103662	1	1	
2	0,9721755	1	0	
2	0,7251305	1	1	
2	0,68837	1	0	
2	0,6439035	1	1	
2	0,5938385	1	0	
2	0,553935	1	1	
2	0,354895	1	0	
2	0,26708	1	1	
2	0,1270475	1	0	
2	0,016067	1	1	
2	-0,0510085	1	0	
2	-0,10773	1	1	
0	-0,963219	0	0	
0	-0,9371185	0	1	
1	-1,251845	0	0	
2	-0,5391555	1	0	
2	-0,6032075	1	1	
2	-0,6163755	1	0	
2	-0,7065455	1	1	
2	-0,758521	1	0	
2	-0,876833	1	1	
2	-0,876833	0	0	
