5 6 8 
12 26 77 48 83 68 39 62 48 65 72 17 37 59 24 81 25 10 72 96 59 71 57 96 48 80 9 20 61 9 85 30 24 93 77 54 23 77 60 54 51 4 28 89 46 34 28 94 61 79 42 64 85 96 11 41 69 80 0 3 59 19 0 39 80 42 92 44 81 69 57 48 49 18 45 55 43 67 50 13 
0,707988	0,959186	1,977108	0	
-2,679988	-0,393094	0,271552	1	
0,770795	0,297787	0,663756	1	
-0,84181	1,194282	-0,597149	1	
-1,464451	-1,802368	-0,25123	1	
1,721528	-0,62854	-0,360446	0	
1,432415	0,818331	1,052514	1	
-1,314049	-2,006865	1,601243	1	
-0,84181	1,194282	-0,597149	1	
2,250465	-0,033704	1,516523	0	
2,252716	0,387081	-1,846203	0	
-0,946121	1,339017	-0,606734	0	
1,428767	1,355759	0,371433	1	
-0,796276	-0,671509	0,624051	0	
-0,587954	-1,751588	1,145356	1	
0,765942	-0,659747	0,322667	1	
0,650805	-0,176706	-0,095713	1	
0,389584	-0,440593	0,306694	0	
2,252716	0,387081	-1,846203	0	
-1,959019	-0,640137	-2,432857	0	
-0,796276	-0,671509	0,624051	0	
-1,798203	-0,597933	-0,391978	1	
-1,335575	0,850393	0,437588	0	
-1,959019	-0,640137	-2,432857	0	
-0,84181	1,194282	-0,597149	1	
-0,801821	-0,136713	0,180802	1	
-2,766822	0,903737	-1,189065	1	
-0,574824	1,057367	1,061968	0	
-0,247069	-0,992911	0,318503	1	
-2,766822	0,903737	-1,189065	1	
1,140804	-1,649599	1,02785	1	
-0,030963	-0,718092	-0,282633	0	
-0,587954	-1,751588	1,145356	1	
-1,391016	-1,620045	0,413142	1	
0,770795	0,297787	0,663756	1	
1,034898	-0,842659	-0,678625	1	
1,152024	0,509942	0,882383	1	
0,770795	0,297787	0,663756	1	
-0,675861	0,213864	-0,481162	0	
1,034898	-0,842659	-0,678625	1	
1,229792	-0,096627	0,599646	1	
1,626431	-0,425367	0,387123	0	
-0,996683	0,059948	-0,603105	0	
-1,396452	-1,35948	0,756736	0	
-0,527914	-1,168201	-0,650601	1	
1,931258	-0,603201	-0,069615	0	
-0,996683	0,059948	-0,603105	0	
1,366971	-0,661632	-0,63642	1	
-0,247069	-0,992911	0,318503	1	
0,072433	-1,838569	1,112176	0	
0,69587	0,251854	1,772336	1	
-0,088833	-0,055159	-0,940515	0	
1,140804	-1,649599	1,02785	1	
-1,959019	-0,640137	-2,432857	0	
-1,507339	-0,451774	0,688325	0	
-1,297086	-1,816903	-2,033424	0	
-0,140027	0,707836	-0,623485	1	
-0,801821	-0,136713	0,180802	1	
-1,436348	-0,644662	-0,39593	1	
0,687749	0,123931	1,789626	0	
-0,796276	-0,671509	0,624051	0	
0,562418	0,189551	0,004207	1	
-1,436348	-0,644662	-0,39593	1	
1,432415	0,818331	1,052514	1	
-0,801821	-0,136713	0,180802	1	
0,69587	0,251854	1,772336	1	
-0,964856	0,347	-0,720537	0	
0,516796	0,888844	-1,592061	0	
0,765942	-0,659747	0,322667	1	
-0,140027	0,707836	-0,623485	1	
-1,335575	0,850393	0,437588	0	
-0,84181	1,194282	-0,597149	1	
-0,822091	-0,769133	-0,092301	1	
-1,29792	-0,89221	-1,473391	1	
-1,27087	-0,131997	0,712984	0	
0,434885	0,380221	-0,711203	1	
-1,112917	-0,432725	0,167203	1	
1,001343	-2,202762	-0,943395	0	
0,024921	1,513179	0,563626	1	
-0,302651	-0,418637	-0,70632	1	
