0 4 8 
96 77 91 71 38 4 16 66 25 13 24 5 27 20 75 97 59 74 1 27 75 38 20 66 32 40 6 15 69 15 26 74 76 67 35 24 91 91 25 4 65 45 56 37 1 26 47 0 81 72 64 51 51 83 23 57 57 24 38 98 97 0 96 9 87 50 28 60 84 51 6 67 48 97 61 30 82 82 65 5 
-1,526096	-1,885611	-2,432857	0	
0,756433	0,034668	0,663756	1	
-0,905176	0,477533	-0,119747	0	
-1,245058	0,314869	-0,391978	1	
-0,808114	-2,854241	-0,657994	1	
1,275849	0,917938	0,387123	0	
-0,965526	1,8897	-0,407562	0	
-0,390234	-0,864235	0,038438	1	
0,62343	0,892328	-0,095713	1	
-0,164166	0,503258	-0,70632	1	
-0,445263	-0,186265	1,145356	1	
-0,848343	-0,681613	-0,006304	0	
-0,370978	-0,59907	-1,073007	0	
-0,559902	0,073445	1,061968	0	
-0,985876	-0,755029	-0,386877	0	
-0,098921	-1,003236	-0,706771	0	
-0,621026	0,539247	0,624051	0	
2,086151	0,106562	2,323994	0	
-1,372577	0,153692	0,760732	1	
-0,370978	-0,59907	-1,073007	0	
-0,985876	-0,755029	-0,386877	0	
-0,808114	-2,854241	-0,657994	1	
-0,559902	0,073445	1,061968	0	
-0,390234	-0,864235	0,038438	1	
0,442105	-0,203864	-0,609266	0	
0,41482	-1,109358	1,390931	1	
-0,933675	-1,461084	-0,416498	0	
0,248468	-0,279338	-0,810271	1	
-0,046374	0,218333	-0,623485	1	
0,248468	-0,279338	-0,810271	1	
-1,921198	-1,221487	0,271552	1	
2,086151	0,106562	2,323994	0	
0,819637	-0,189012	0,737277	1	
0,75456	0,962747	-0,943395	0	
-1,13527	0,39425	-0,479691	1	
-0,445263	-0,186265	1,145356	1	
-0,905176	0,477533	-0,119747	0	
-0,905176	0,477533	-0,119747	0	
0,62343	0,892328	-0,095713	1	
1,275849	0,917938	0,387123	0	
1,608916	-1,055627	1,516523	0	
-0,998826	0,421844	0,712984	0	
-0,761916	0,607997	0,840482	1	
1,12847	1,125141	0,371433	1	
-1,372577	0,153692	0,760732	1	
-1,921198	-1,221487	0,271552	1	
0,206661	-1,900449	-0,487064	1	
-1,018029	-0,781239	-0,39593	1	
0,728755	-0,078565	0,322667	1	
1,67518	0,199984	-1,846203	0	
-0,222307	-1,466265	-0,940515	0	
1,010994	1,220393	0,599646	1	
1,010994	1,220393	0,599646	1	
-0,940562	0,713702	-0,25123	1	
0,844083	0,413594	0,882383	1	
-1,125388	0,248967	0,437588	0	
-1,125388	0,248967	0,437588	0	
-0,445263	-0,186265	1,145356	1	
-0,808114	-2,854241	-0,657994	1	
0,792418	-0,488875	0,215657	0	
-0,098921	-1,003236	-0,706771	0	
-1,018029	-0,781239	-0,39593	1	
-1,526096	-1,885611	-2,432857	0	
-2,100231	-0,702758	-1,189065	1	
-0,987126	-0,28048	0,544244	0	
-0,051077	-0,920453	0,563626	1	
-0,8176	-2,067398	-0,603105	0	
-0,538144	-0,035719	-0,481162	0	
-0,65535	-0,836027	-2,54877	0	
1,010994	1,220393	0,599646	1	
-0,933675	-1,461084	-0,416498	0	
0,75456	0,962747	-0,943395	0	
-0,410675	-1,042606	-0,597149	1	
-0,098921	-1,003236	-0,706771	0	
-0,157111	-0,686786	0,318503	1	
-0,217848	0,155837	-0,282633	0	
0,766709	0,890841	-1,085459	0	
0,766709	0,890841	-1,085459	0	
1,608916	-1,055627	1,516523	0	
-0,848343	-0,681613	-0,006304	0	
