-0.649425	0.063247	-0.064700	0.044519	-0.114269	
-0.134784	0.159778	-0.145695	-2.354659	0.148410	
-1.356760	-0.194976	0.209216	-1.493718	0.592585	
-1.137290	-0.009470	0.025049	-2.141536	0.395329	
-1.170427	0.963890	-0.974812	-0.880770	-1.465236	
-0.407636	0.060418	-0.043749	-2.466804	0.335402	
-0.978158	0.003648	-0.017507	1.916921	-0.345743	
0.765382	-1.211201	1.228315	0.635624	1.924648	
-0.028545	1.003327	-1.021967	0.093683	-1.704207	
-0.515952	1.035814	-1.047315	-0.979347	-1.568750	
-1.512339	1.221282	-1.255340	1.693934	-2.354316	
-0.513524	0.388876	-0.394114	-0.239735	-0.611622	
0.431032	0.776049	-0.804421	2.011721	-1.661727	
0.473517	0.968768	-0.985834	-0.039073	-1.622559	
-0.192964	0.006145	-0.015592	1.297612	-0.240224	
-0.608899	0.134326	-0.120656	-2.233881	0.169824	
-0.413070	0.660808	-0.672220	-0.058471	-1.101130	
-1.244827	1.111074	-1.133199	0.309930	-1.923750	
-0.693612	0.075618	-0.084917	1.104072	-0.322792	
-0.373564	-0.469866	0.475280	0.416824	0.716475	
0.220087	0.976062	-0.980709	-1.783028	-1.325863	
1.542533	-0.045592	0.037293	1.266707	-0.147728	
-1.344187	-0.758540	0.763905	1.142056	1.073546	
0.889321	-0.821766	0.827848	1.199590	1.169698	
0.533599	-0.488849	0.492364	0.728012	0.693274	
-0.630513	-0.554497	0.557963	0.898069	0.773567	
-1.390987	-0.629181	0.633987	0.897769	0.899240	
0.712139	-0.687427	0.705998	-0.870159	1.310422	
0.948897	0.278039	-0.279563	-0.480158	-0.382600	
-0.925326	0.768741	-0.787592	0.706718	-1.418237	
1.143098	-0.321956	0.326943	0.108178	0.522369	
-0.251337	-0.601928	0.608965	0.520059	0.920317	
0.253860	0.101648	-0.099503	-0.550993	-0.073358	
-0.488642	1.201282	-1.232961	1.413127	-2.270927	
-1.879112	0.369110	-0.373897	-0.253309	-0.575971	
-0.585261	-0.762499	0.778354	-0.305808	1.336712	
0.108974	-0.693797	0.708765	-0.353565	1.229615	
0.790638	1.370576	-1.381402	-1.906067	-1.967643	
1.292122	-0.878657	0.885513	1.233683	1.259351	
-1.392005	0.765080	-0.772493	-0.873658	-1.132095	
-0.876593	0.847583	-0.860539	-0.308705	-1.370956	
0.218211	0.700801	-0.700655	-1.764215	-0.866204	
-0.005114	-0.755032	0.758680	1.371804	1.026941	
1.348477	0.198325	-0.207237	0.745034	-0.465577	
1.476775	-0.215793	0.213130	0.907058	0.202270	
0.329098	-0.494343	0.498677	0.627922	0.720248	
-1.841964	-0.594391	0.610058	-0.698253	1.123478	
-0.388752	0.746098	-0.743567	-2.208258	-0.863725	
-1.284406	0.124390	-0.109553	-2.371385	0.210896	
0.083406	0.412893	-0.416888	-0.472226	-0.610830	
0.994796	0.384554	-0.399622	1.137158	-0.848287	
0.919348	-0.125794	0.141565	-1.878745	0.544431	
-0.573776	-0.412527	0.417139	0.385540	0.625572	
0.215084	0.926137	-0.954686	1.662848	-1.852370	
1.252635	-0.603829	0.607831	0.946497	0.847965	
-0.594472	-0.417121	0.420875	0.516245	0.610144	
-0.074963	0.904744	-0.907146	-1.917550	-1.182073	
0.351121	0.748197	-0.761086	-0.070613	-1.245967	
0.512624	0.157388	-0.166556	0.882321	-0.421044	
-1.614453	-0.435930	0.438850	0.678997	0.612947	
-1.023007	0.859957	-0.865594	-1.356531	-1.206132	
0.877829	-0.433475	0.452381	-1.548776	1.003496	
-0.509723	0.438368	-0.440331	-0.817910	-0.592437	
2.085697	-0.358009	0.372795	-1.163976	0.808389	
-0.800700	-0.529977	0.535597	0.537828	0.796146	
0.297361	-0.114087	0.128063	-1.658424	0.485707	
-0.634039	-0.636080	0.651984	-0.627324	1.181034	
0.219619	0.719171	-0.726082	-0.829254	-1.062743	
0.303164	0.821013	-0.823055	-1.759219	-1.069287	
-0.461247	-0.342328	0.345627	0.393394	0.506105	
-2.432664	0.474662	-0.478905	-0.591444	-0.693605	
0.121324	0.349626	-0.365087	1.278453	-0.814571	
-0.003804	1.120230	-1.131937	-1.160624	-1.678622	
0.330999	0.776752	-0.781382	-1.289474	-1.078060	
-0.321861	-0.867705	0.884668	-0.198067	1.494582	
1.903834	0.412315	-0.437626	2.491400	-1.134904	
0.966284	-0.109954	0.097324	2.028771	-0.174480	
-1.554976	0.031673	-0.016924	-2.128534	0.323823	
-0.028482	0.342678	-0.343259	-0.772042	-0.439612	
-0.146445	0.031753	-0.015468	-2.342077	0.361520	
-0.081454	-0.630366	0.634229	1.031770	0.877493	
-1.320841	0.530222	-0.541421	0.236897	-0.933810	
-1.086795	-0.142765	0.158353	-1.810975	0.560970	
-0.968337	0.517045	-0.527960	0.230188	-0.910458	
1.597821	-0.429957	0.444384	-0.934925	0.888828	
-0.579273	1.066191	-1.074381	-1.514921	-1.524959	
-0.822366	0.394979	-0.411601	1.327107	-0.899475	
-0.836370	-0.646090	0.661304	-0.506481	1.176462	
-2.253723	-0.623654	0.640797	-0.830429	1.196116	
0.639046	-0.921382	0.936838	0.144897	1.524108	
-1.507497	-0.534295	0.539095	0.662540	0.781314	
-1.017548	0.317109	-0.323933	0.159195	-0.561586	
0.494546	-0.387125	0.388919	0.714049	0.524646	
-0.858964	0.605965	-0.611012	-0.806558	-0.876349	
-0.054208	0.495906	-0.505051	0.036852	-0.840650	
1.575589	0.711098	-0.715166	-1.204120	-0.982750	
0.756061	-0.520230	0.537009	-1.037229	1.058792	
0.542656	-0.922127	0.928218	1.448308	1.294445	
-0.902215	-0.829294	0.836132	1.113371	1.197636	
-1.701226	-0.895641	0.902407	1.288478	1.278210	
-1.361326	-0.317267	0.334636	-1.624249	0.821404	
-0.184632	-0.493234	0.511019	-1.244255	1.050063	
0.805434	0.418767	-0.401914	-3.384085	-0.104837	
0.685162	0.670873	-0.682382	-0.070020	-1.116012	
0.513012	-0.519157	0.534465	-0.835428	1.021236	
-0.958092	0.722306	-0.751687	2.285708	-1.619871	
-0.058515	-0.732766	0.748737	-0.396040	1.302686	
-0.272819	0.820097	-0.838097	0.460675	-1.461029	
-0.962414	0.071095	-0.065818	-0.910318	0.041691	
-0.295308	0.846476	-0.869230	1.055700	-1.610816	
0.067955	1.022712	-1.048502	1.039128	-1.904311	
-0.487739	-0.707133	0.713108	0.929254	1.024777	
-1.190935	-0.222471	0.238747	-1.708157	0.676822	
-1.082059	-0.759141	0.776691	-0.549793	1.374289	
-0.908038	-0.636470	0.639479	1.165651	0.864042	
1.089188	-0.532541	0.536314	0.800884	0.753854	
0.649809	1.093297	-1.105068	-1.084788	-1.646757	
-0.809188	-0.530035	0.545557	-0.838029	1.039995	
-0.211026	-1.088770	1.105374	0.401963	1.760114	
0.483479	-0.679597	0.695905	-0.575129	1.244984	
-2.027862	-0.562003	0.575898	-0.532462	1.039629	
-0.733507	-0.270745	0.270527	0.704067	0.330663	
-0.550366	-0.859037	0.865942	1.178096	1.236198	
-0.384447	-0.693327	0.714351	-1.196428	1.378148	
-0.188274	-0.801471	0.808108	1.072110	1.158147	
-0.321631	-0.570728	0.586291	-0.742530	1.091521	
1.118175	-0.249361	0.265006	-1.553680	0.694684	
-1.176747	-0.358629	0.362279	0.385105	0.534992	
0.409152	-1.020078	1.027930	1.447088	1.459414	
-0.105219	0.239171	-0.236276	-0.997518	-0.225566	
-0.274680	0.859799	-0.879259	0.564743	-1.546246	
-0.448910	0.624062	-0.648500	1.843229	-1.376232	
-0.077643	-1.222993	1.229468	2.143439	1.677353	
-1.335341	1.013359	-1.032353	0.117922	-1.725375	
-0.777524	-0.842706	0.849497	1.153331	1.213116	
0.095247	0.324440	-0.346757	2.294058	-0.952135	
0.056212	0.752594	-0.759926	-0.853835	-1.114606	
-0.509168	0.302894	-0.307855	-0.064309	-0.498079	
-0.385139	-0.414843	0.427409	-0.713962	0.824259	
0.442001	1.197487	-1.221801	0.399084	-2.084892	
-0.015030	0.883127	-0.893120	-0.808899	-1.342125	
-0.452635	0.884289	-0.892823	-1.014512	-1.307652	
1.699825	0.730221	-0.735349	-1.104342	-1.032593	
1.001761	0.330670	-0.332013	-0.636247	-0.443473	
1.577996	-0.699465	0.706639	0.743456	1.044796	
-0.384850	-0.633646	0.648493	-0.486486	1.151988	
-2.016963	-0.282339	0.297430	-1.394605	0.721970	
0.126985	-0.254758	0.268867	-1.326793	0.663566	
1.786830	-0.387861	0.391795	0.418434	0.578256	
0.563098	0.927544	-0.960067	2.211544	-1.951945	
0.445486	1.168082	-1.193076	0.566749	-2.065137	
0.655356	-0.020169	0.034494	-1.940438	0.377699	
0.372630	0.120998	-0.121656	-0.209595	-0.166387	
0.165984	0.538402	-0.533533	-2.016344	-0.548378	
-1.251750	-0.709098	0.724524	-0.379128	1.259881	
0.274911	0.938727	-0.962646	0.988021	-1.753993	
0.706132	-0.107303	0.121742	-1.739502	0.488661	
2.614292	-0.123773	0.127142	-0.160304	0.236587	
0.856925	-0.767320	0.782249	-0.165223	1.319915	
-0.365374	-0.480061	0.483369	0.734819	0.677286	
1.272760	-0.055112	0.053016	0.428403	0.016802	
-0.901360	0.456733	-0.463144	-0.245547	-0.724729	
-0.250573	0.704109	-0.707552	-1.273532	-0.958697	
1.332617	-0.458520	0.474683	-1.105174	0.967034	
1.036409	-0.602897	0.617675	-0.553414	1.112126	
-0.573709	0.761319	-0.770193	-0.661246	-1.163401	
1.776174	-1.122402	1.130467	1.672137	1.591654	
-1.569615	-0.727405	0.733228	1.000905	1.046182	
-0.009934	0.913299	-0.912506	-2.382836	-1.114030	
0.435731	-0.847604	0.862396	0.053535	1.416197	
0.900884	0.134972	-0.133450	-0.547377	-0.130050	
2.381812	0.508255	-0.494574	-3.165952	-0.294002	
1.025974	0.882598	-0.909991	1.610489	-1.769861	
0.003100	0.407973	-0.434765	2.708069	-1.165986	
-1.279427	0.042510	-0.026016	-2.397930	0.353322	
-1.465973	-0.532298	0.538486	0.464723	0.813001	
1.181088	-0.154271	0.144878	1.689173	-0.039773	
-1.288673	-0.851324	0.859412	0.994501	1.255750	
-2.421774	-0.546641	0.561268	-0.672517	1.038602	
-1.263138	0.638078	-0.651786	0.317148	-1.129443	
0.639509	0.905207	-0.909729	-1.624069	-1.234846	
1.187342	-0.177978	0.182320	-0.160413	0.327781	
0.581587	0.523161	-0.554117	3.000183	-1.411485	
2.254950	-0.970604	0.976359	1.615510	1.346362	
-0.348029	0.534989	-0.539965	-0.639687	-0.786529	
-1.168872	-0.660398	0.664427	1.083518	0.918840	
0.196256	-0.856926	0.862765	1.320892	1.207348	
-0.421841	-0.974116	0.988828	0.379558	1.571233	
0.253339	-0.177459	0.180355	0.039179	0.291548	
0.088287	-0.516575	0.520308	0.766770	0.733043	
-0.663661	1.020105	-1.051121	1.771759	-2.029722	
1.020973	-0.940335	0.946347	1.504442	1.315125	
0.148159	-0.318087	0.317277	0.904124	0.374849	
-0.354276	-0.614671	0.620581	0.708179	0.908421	
-1.346140	-1.039065	1.045984	1.624005	1.460008	
0.021303	-0.306015	0.321311	-1.364138	0.756397	
-0.762191	-0.076853	0.092420	-1.972045	0.478642	
-1.401644	-0.499094	0.505011	0.419678	0.765132	
0.482014	0.559065	-0.561760	-1.016634	-0.760245	
1.331983	0.955479	-0.967602	-0.692932	-1.484368	
1.445249	-0.940857	0.947143	1.467744	1.322505	
1.240258	-0.578373	0.584723	0.556760	0.874194	
0.838906	-0.302974	0.307273	0.156492	0.481882	
-0.154078	1.360569	-1.414051	4.046639	-3.005411	
0.960227	0.539932	-0.540759	-1.228558	-0.690518	
1.390067	0.714774	-0.736799	1.282144	-1.429408	
0.325379	-0.807547	0.812931	1.261338	1.134844	
0.894863	1.161156	-1.175116	-0.949355	-1.784890	
1.181599	-0.728270	0.734438	0.955113	1.055750	
-0.630130	0.592312	-0.605596	0.372142	-1.062207	
-0.635974	0.868581	-0.880309	-0.531582	-1.366789	
1.530011	-0.287173	0.302846	-1.463444	0.742297	
-0.478171	-0.379992	0.381720	0.705452	0.514172	
0.173794	-0.792833	0.797447	1.331600	1.097646	
-0.217302	-0.493839	0.499597	0.428684	0.754697	
0.347053	0.891911	-0.900944	-0.964095	-1.329405	
-1.207342	-0.933118	0.950330	-0.069982	1.581916	
-0.972833	-0.262870	0.266224	0.187955	0.408852	
-0.738043	0.582583	-0.590010	-0.417541	-0.905939	
0.477841	0.598523	-0.607896	-0.186835	-0.973624	
0.574890	-1.033261	1.041043	1.489684	1.474043	
0.213077	-0.557787	0.573714	-0.825389	1.084434	
-0.067531	-0.041365	0.044630	-0.350715	0.131710	
0.201847	0.127148	-0.131974	0.354197	-0.276616	
-0.171071	0.676157	-0.690232	0.273412	-1.185744	
-1.732270	0.131552	-0.133704	-0.028405	-0.216240	
0.983692	1.096589	-1.100817	-2.141208	-1.465135	
-1.391550	0.790446	-0.799841	-0.661371	-1.212371	
0.474914	-0.102272	0.105319	-0.168837	0.201935	
1.596032	0.543883	-0.552170	-0.201751	-0.879075	
-0.574366	-1.034170	1.041517	1.552359	1.464467	
1.035386	0.086551	-0.070461	-2.451345	0.288708	
0.273410	-0.448371	0.463885	-1.040184	0.938449	
-2.506367	-0.142505	0.159525	-2.010617	0.595903	
-0.415688	0.582487	-0.590616	-0.319836	-0.923088	
-0.334646	0.363963	-0.362636	-1.090150	-0.419057	
-0.079309	0.611349	-0.617755	-0.630951	-0.916516	
-0.297812	-1.260377	1.267607	2.131600	1.742331	
0.934382	0.729056	-0.737397	-0.655012	-1.110238	
-0.832597	1.222612	-1.260562	2.231434	-2.451779	
