0.931083	-1.132518	-0.687969	-0.550227	-1.000232	-1.074080	-1.228872	-1.005194	-0.325226	
1.387070	0.491847	-0.854661	-0.981660	-0.679144	0.690551	-1.818933	0.570404	0.344294	
-1.592494	0.865441	0.958332	1.252265	-0.573324	-0.107918	2.079219	-0.013947	-1.036058	
1.085739	-0.096288	0.459013	-0.638906	0.464371	-0.396069	-1.433189	0.300447	-0.393139	
-0.212899	0.254007	-0.709983	0.312425	0.146771	1.952220	0.267435	-0.833401	-0.880545	
-1.605825	0.118889	1.135582	1.182017	-0.567016	-1.374243	2.102489	0.367439	-0.631622	
-0.222237	1.100115	-0.137261	0.317031	-0.710525	1.294618	0.279827	-0.974930	-0.872612	
0.514943	-1.074170	0.309547	-0.335703	-0.780505	-0.894991	-0.677357	-0.456394	-0.019214	
-1.733889	-1.241715	1.317359	1.242980	1.483287	-0.378882	2.272580	1.012281	-0.511583	
0.463607	-0.578860	0.416979	0.091360	2.221636	-0.190409	-0.638419	0.973716	-2.031363	
0.707546	0.552477	0.854459	-0.185167	-0.683382	1.459964	-0.950763	-1.060607	-1.439220	
0.614014	0.638007	-0.455372	-0.159043	0.065450	-0.668878	-0.825198	-0.648238	-1.257392	
-1.502805	-1.520377	0.311334	1.041042	-1.885804	2.570479	1.972338	-0.996995	-0.257755	
1.755534	0.202682	0.707693	-1.965559	-1.537304	1.675787	-2.249592	-0.133675	4.136073	
0.061314	1.662181	1.626617	0.189282	-0.725346	0.856984	-0.097305	0.778437	-1.175399	
0.443431	0.427687	-0.633768	-0.305427	-0.932391	-0.103040	-0.582103	-0.083249	0.067089	
0.855706	1.031496	0.034723	-0.374666	2.114599	0.020938	-1.138903	1.847127	-0.969320	
0.752093	0.041840	-0.513052	-0.329244	1.413365	-0.514856	-1.001004	1.707437	-0.852237	
-0.636603	-0.582789	0.735986	0.583849	-0.438483	1.013528	0.825125	0.728755	-0.840180	
-0.748286	0.536922	0.922176	0.690179	-0.213295	-0.402369	0.969598	-0.409397	-1.007545	
0.544973	1.624215	-0.235847	-0.473442	0.136762	-0.017782	-0.708275	0.980755	0.584310	
-1.274660	-0.566188	-1.575699	0.737160	-1.503664	-2.078823	1.683504	0.708335	0.527641	
0.236899	0.173922	0.207871	0.242663	2.858462	-0.752900	-0.340462	0.268583	-2.040853	
2.054858	-0.718948	-0.025513	-1.638560	0.766323	1.164376	-2.681249	-1.181551	1.453090	
-1.222292	-0.310184	-0.735061	0.958022	-0.223899	-0.889239	1.596097	-0.557686	-0.779179	
0.295382	-0.359558	0.949538	-0.567752	-1.140620	-2.386538	-0.361294	-0.892736	1.908836	
0.868939	-1.849803	0.953535	-0.850538	0.077055	-1.961268	-1.122371	0.444720	1.421121	
1.133970	0.829133	-1.388843	-0.781006	-1.163078	-0.168815	-1.488593	-0.384414	0.171302	
-0.631017	-1.584000	-0.456326	0.658913	-1.254242	0.431768	0.812061	-2.229894	-1.243130	
2.849955	0.235323	-0.137387	-1.893484	1.219506	-0.554573	-3.746255	-0.710508	0.075491	
-0.397365	0.812752	1.605971	0.041168	-0.255745	-0.476396	0.538522	-0.518189	1.129759	
-0.124472	-0.909996	1.101869	-0.231144	0.032705	0.600387	0.186414	0.225632	1.602661	
0.665834	-0.539702	-1.095091	-0.933833	0.722104	-0.634753	-0.839538	0.082140	2.532478	
1.295336	-1.480236	-0.530783	-1.487216	0.102456	0.999760	-1.657199	1.509703	3.240715	
0.652311	-0.826031	0.981260	-0.795795	-0.680882	1.047244	-0.831136	-0.106733	1.871742	
-0.026413	1.766182	-0.119118	0.213630	-0.012397	-0.278832	0.020477	-0.425384	-1.004064	
1.030596	-0.613050	0.410597	-0.739266	-0.363622	2.529328	-1.350752	0.530980	0.306425	
-0.792212	0.232958	-0.203478	0.747869	0.717121	0.123778	1.025268	1.712310	-1.154577	
1.050248	1.089880	0.554478	-0.817384	-0.621638	-1.315204	-1.371859	-0.183352	0.639869	
-1.915764	1.488846	1.059842	1.431455	-0.578015	-1.374811	2.506741	-1.304297	-0.862516	
-1.067820	0.635627	0.424638	0.585421	0.829252	-2.028304	1.412654	0.280050	0.606383	
0.902670	0.005779	-1.062462	-0.527671	0.674867	1.286574	-1.191790	-1.454575	-0.344799	
-1.033151	-3.446990	0.572055	0.571642	0.041948	-0.044831	1.366410	0.304460	0.559942	
0.083070	-2.845002	0.502117	0.128064	-0.033715	-0.835574	-0.122506	-0.971289	-0.935531	
-0.137714	-1.007938	-0.484689	0.314232	1.604541	-1.273136	0.164846	0.429985	-1.143407	
